id,title,body,department,sentiment
e06deef0-b497-4bf9-bfcb-b888322460d9,Servizio pulizie al top,Il personale delle pulizie è stato impeccabile.,Housekeeping,positive
8da69df8-7485-406d-93b0-4522059d1d06,Cibo pessimo,Il cibo aveva un sapore terribile.,F&B,negative
e72d41af-48ef-4f3f-b3e9-16f0d0fb2fe5,Problemi al check-in,Check-in molto disorganizzato e caotico.,Reception,negative
8ad8fb97-29c9-445b-816c-2178afba1e7f,Problemi al check-in,Check-in molto disorganizzato e caotico.,Reception,negative
c60d6ecb-b78b-480a-a85f-c20eb961a256,Camera perfettamente curata,"Camera pulita e ordinata, con tutti i comfort. Torneremo volentieri.",Housekeeping,positive
b01769f3-9ae4-431e-81a2-94d4959ccf16,Pulizie superficiali,"Pulizie superficiali, niente è a posto.",Housekeeping,negative
4ab33151-2b04-4f14-b320-b0a8ee1e5207,Personale disponibile,Aiuto immediato per ogni richiesta.,Reception,positive
b83642e4-0e9b-4134-a512-c64b33e244f6,Scarsa attenzione ai dettagli,Poca attenzione alla pulizia e ai dettagli.,Housekeeping,negative
a5a11f3a-5efb-43c5-9c1c-c612d6bdc3dc,Esperienza negativa,Servizio lento e confusionario alla reception.,Reception,negative
8e3705bf-c6a6-4a25-b00e-b4efc5a93d80,Servizio impeccabile,Cibo di qualità e servizio impeccabile. A pranzo era sempre tutto fantastico,F&B,positive
1a655a9e-a0f4-422e-9477-5fda92355e94,Disordine all'arrivo,Stanza disordinata e sporca al mio arrivo. Non ci tornerò.,Housekeeping,negative
cac46972-78ab-4554-a2cb-bd99505444e7,Pulizia impeccabile,"Bagno sempre impeccabile, tutto a posto.",Housekeeping,positive
dffc6824-190d-45c3-870f-07685dbd10bd,Camera perfettamente curata,"Camera pulita e ordinata, con tutti i comfort. Torneremo volentieri.",Housekeeping,positive
1e187922-3924-409f-89a0-357be865c59f,Menù vario e gustoso,Menù molto vario e soddisfacente. Che buono.,F&B,positive
d6069531-1066-4431-9349-fbd12d1aeb3f,Check-in veloce,Check-in rapido e staff gentile e disponibile.,Reception,positive
ff3ee356-4fad-409a-8b85-352927d10a9b,Colazione eccellente,Colazione abbondante e variegata.,F&B,positive
06b6d4d3-6209-47e1-9cfe-4eb33c2dd0b1,Cibo pessimo,Il cibo aveva un sapore terribile.,F&B,negative
68b0c09f-47c4-434c-9757-be835b6c7deb,Stanza confortevole,"Stanza confortevole, perfettamente curata.",Housekeeping,positive
c2832f80-f58a-4aef-bb2f-9991db3c0884,Pessima cucina,"Servizio confuso e disorganizzato, non consiglierei questo posto.",F&B,negative
1fd027a4-213d-47a0-a296-f3a563fe9f3e,Il cibo era squisito,Il cibo era squisito e ben presentato.,F&B,positive
26475854-8792-441e-9e45-adf564635ca9,Che schifo!,Tutto sporco. Veramente deludente.,Housekeeping,negative
fd6e1e73-256a-4c4c-a6ca-90218c535067,Staff accogliente,Reception sempre pronta ad aiutare con un sorriso.,Reception,positive
598f792b-5f95-48d2-b765-5e9e9b9fd232,Pulizia impeccabile,"Bagno sempre impeccabile, tutto a posto.",Housekeeping,positive
d895e06a-21a3-419a-a116-a4338f8c3589,Pulizie superficiali,"Pulizie superficiali, niente è a posto.",Housekeeping,negative
26eb32fb-cde1-428a-a489-067c2d51feb1,Esperienza positiva,"Reception efficiente, check-out senza attese.",Reception,positive
215205ca-f4f7-4135-9fbd-2f0012c8ad3d,Camera perfettamente curata,"Camera pulita e ordinata, con tutti i comfort. Torneremo volentieri.",Housekeeping,positive
73ff4e16-0853-4c62-bd7c-878700a2dee5,Pulizia buona,"Tutto pulito, ottimo.",Housekeeping,positive
de64fcb9-b77e-45bd-9511-02cbe319b0ff,Servizio pulizie al top,Il personale delle pulizie è stato impeccabile.,Housekeeping,positive
0c6acb0c-9270-4ad5-aed0-e08cac52ca08,Servizio eccellente,"Personale cortese, molto professionale.",Reception,positive
6f9484c7-ac18-4628-804d-cbb0834502df,Pulizia buona,"Tutto pulito, ottimo.",Housekeeping,positive
a93d2dd8-e716-4627-abc0-b64d1d1be209,Staff poco professionale,Staff poco professionale e scortese. Maleducati.,Reception,negative
403ede69-a81a-40fa-8b1d-99242ee85be1,Servizio eccellente,"Personale cortese, molto professionale.",Reception,positive
b5a5e13b-1db5-4e4a-8433-064e34ac861f,Ottimo,Reception cordiale.,Reception,positive
a084a9db-00a2-47cc-b587-48d471bc107d,Pulizia eccellente,"Lenzuola fresche e profumate, ottima pulizia.",Housekeeping,positive
3c37f963-be36-4689-ade8-2046072dc2ed,Il cibo era squisito,Il cibo era squisito e ben presentato.,F&B,positive
42be4b27-7edb-4d52-ada0-c605ae8d17ad,Maleducazione del personale,Reception inefficiente e mal organizzata. Ci abbiamo messo ore per entrare in camera.,Reception,negative
8a10920e-0d57-4159-b1c3-96806d378295,Cena deliziosa,Cena ottima e servizio rapido.,F&B,positive
c5556348-57b0-49d3-998c-8900c59dd5b6,Pulizia impeccabile,"Bagno sempre impeccabile, tutto a posto.",Housekeeping,positive
b27ded33-3ba3-4db6-a6ec-d426fd6a56a8,Reception lenta,"Reception lenta e scortese, check-in lungo.",Reception,negative
810e49f8-4032-46cd-ad38-011f74292d32,Menù vario e gustoso,Menù molto vario e soddisfacente. Che buono.,F&B,positive
e73d5e65-6926-4561-be60-5b2f6181da75,Esperienza culinaria negativa,Cibo poco appetibile e mal presentato. Bleah,F&B,negative
b82f75d8-8b32-4f82-ab4a-ccbb52824528,Reception impeccabile,"Servizio rapido e preciso, ottima esperienza! Torneremo volentieri.",Reception,positive
90cb0d11-668a-4ff9-8e2f-d15d97bd1979,Camera perfettamente curata,"Camera pulita e ordinata, con tutti i comfort. Torneremo volentieri.",Housekeeping,positive
f2bff1db-a9bb-4c4c-94fe-3faf5f44df06,Cibo senza sapore,Cibo freddo e senza sapore. Pessimo.,F&B,negative
058940ea-d225-4fb2-a5ac-1235cbb75114,Ristorante lento,Ristorante lento e disorganizzato.,F&B,negative
a133bb75-c9c4-4e21-b1df-a8232ec1322b,Esperienza culinaria negativa,Cibo poco appetibile e mal presentato. Bleah,F&B,negative
431b4ecf-c034-4d8d-9d50-f9fd10c317dc,Menù vario e gustoso,Menù molto vario e soddisfacente. Che buono.,F&B,positive
786f96b0-d723-4f63-be94-82748c5192f5,Staff accogliente,Reception sempre pronta ad aiutare con un sorriso.,Reception,positive
fa9ca622-54fa-45cb-b34f-2a2383f3f90f,Staff del ristorante cordiale,Staff del ristorante cordiale e professionale.,F&B,positive
62874390-3417-4727-91d3-4cf2570b0ebb,Pulizia buona,"Tutto pulito, ottimo.",Housekeeping,positive
ac8cae4c-151d-49e8-90a0-1954f5131f1a,Reception impeccabile,"Servizio rapido e preciso, ottima esperienza! Torneremo volentieri.",Reception,positive
f3eb7aeb-9d2b-4feb-8d87-ac873637b879,Pessima cucina,"Servizio confuso e disorganizzato, non consiglierei questo posto.",F&B,negative
ebbee255-829d-4d74-befe-37cf25b10539,Cena deliziosa,Cena ottima e servizio rapido.,F&B,positive
3ff1631f-993e-4da9-a404-83aa9c2527f6,Camera perfettamente curata,"Camera pulita e ordinata, con tutti i comfort. Torneremo volentieri.",Housekeeping,positive
e608b7d9-30af-4311-8342-dce04a8eb19e,Esperienza culinaria perfetta,"Ottima esperienza culinaria, tutto delizioso.",F&B,positive
45a0464e-4187-4f52-8c75-93422e0bc752,Pulizia eccellente,"Lenzuola fresche e profumate, ottima pulizia.",Housekeeping,positive
0a97b531-24ef-4f35-9660-1f47a65d6719,Esperienza negativa,Non tornerò per la scarsa pulizia. Mi sono trovato malissimo.,Housekeeping,negative
fc0e4dd1-ba53-4c3a-a8d8-f47298431655,Problemi al check-in,Check-in molto disorganizzato e caotico.,Reception,negative
e8df3a1f-0210-4259-be6f-d1c0009c15aa,Ristorante lento,Ristorante lento e disorganizzato.,F&B,negative
993d0610-72fd-414f-916b-6883c3fde0bd,Disordine all'arrivo,Stanza disordinata e sporca al mio arrivo. Non ci tornerò.,Housekeeping,negative
c568706a-b15e-402c-b156-475c473a7b05,Pulizie superficiali,"Pulizie superficiali, niente è a posto.",Housekeeping,negative
6941568b-8d3a-433e-977d-93958f8cf59c,Staff accogliente,Reception sempre pronta ad aiutare con un sorriso.,Reception,positive
98ab626e-c456-4a0a-ae0b-e10c966b604c,Cena deliziosa,Cena ottima e servizio rapido.,F&B,positive
257694f1-3a1b-4148-ba11-59f80efe4235,Che schifo!,Tutto sporco. Veramente deludente.,Housekeeping,negative
d1380316-d6d3-4074-8d42-f5a1c83f94dd,Pulizia buona,"Tutto pulito, ottimo.",Housekeeping,positive
2375b28b-7e31-4b0f-9394-1de9faf7a5b3,Staff accogliente,Reception sempre pronta ad aiutare con un sorriso.,Reception,positive
299c3433-3ede-4ae6-8ff4-df7995d4fcb7,Buona sistemazione,Struttura curata ma il ristorante era troppo affollato.,F&B,positive
046b8c9a-aec2-4abd-a825-db69bf11de89,Menù vario e gustoso,Menù molto vario e soddisfacente. Che buono.,F&B,positive
1afe304f-f646-4cdd-9370-45ea9a451418,Pulizia buona,"Tutto pulito, ottimo.",Housekeeping,positive
fe09b1bb-45ea-4656-91e8-46afb2510fe7,Camera perfettamente curata,"Camera pulita e ordinata, con tutti i comfort. Torneremo volentieri.",Housekeeping,positive
59551c22-1aae-4b0f-a169-989f16e04238,Ristorante lento,Ristorante lento e disorganizzato.,F&B,negative
71dc4093-05e9-45c7-81b9-bb2f2d0355d9,Disordine all'arrivo,Stanza disordinata e sporca al mio arrivo. Non ci tornerò.,Housekeeping,negative
71254bc5-c1c1-4d9f-a379-8a49a81abaa1,Il cibo era squisito,Il cibo era squisito e ben presentato.,F&B,positive
5e03c888-2b3e-4407-96c7-07ecb89e6ffa,Scarsa attenzione ai dettagli,Poca attenzione alla pulizia e ai dettagli.,Housekeeping,negative
b9de1e73-bf45-4829-b5c1-b0119cd6f4c3,Ristorante e camera,Cena fantastica ma la stanza aveva un cattivo odore.,F&B,negative
0104ff68-af85-4e32-9655-43e6a6ca6f5c,Esperienza culinaria negativa,Cibo poco appetibile e mal presentato. Bleah,F&B,negative
cabe5fce-342e-4d3b-9ebd-4d20ca2a1547,Reception lenta,"Reception lenta e scortese, check-in lungo.",Reception,negative
940a2278-fbe6-4611-b419-30ce4600ea78,Reception impeccabile,"Servizio rapido e preciso, ottima esperienza! Torneremo volentieri.",Reception,positive
6d3d92c2-8a0d-47ac-bb35-49dbc3eefdaf,Reception impeccabile,"Servizio rapido e preciso, ottima esperienza! Torneremo volentieri.",Reception,positive
bd70f586-d3f4-49c2-b065-2370a0ecb62f,Stanza confortevole,"Stanza confortevole, perfettamente curata.",Housekeeping,positive
95ff71fc-35d4-4405-a252-1fb66e0b3ec1,Cena tra alti e bassi,Cibo buono ma il servizio molto lento.,F&B,negative
21801b37-cf42-4045-bc06-e7af2b3028c7,Che schifo!,Tutto sporco. Veramente deludente.,Housekeeping,negative
be312c05-f0b6-46d8-be9f-1d3d4d35008b,Staff poco professionale,Staff poco professionale e scortese. Maleducati.,Reception,negative
6ab60853-83ea-43f1-a3fa-065f447d60c8,Check-in veloce,Check-in rapido e staff gentile e disponibile.,Reception,positive
34193f25-2c01-4873-ac52-0943e7882ccd,Personale disponibile,Aiuto immediato per ogni richiesta.,Reception,positive
c6351bea-516a-441e-8a99-efc4474f5012,Reception impeccabile,"Servizio rapido e preciso, ottima esperienza! Torneremo volentieri.",Reception,positive
d1271eea-62c2-4113-85c8-03e3e7138550,Esperienza negativa,Non tornerò per la scarsa pulizia. Mi sono trovato malissimo.,Housekeeping,negative
6cabc423-8ed8-4fc0-af18-688a1fa30fc9,Pulizia buona,"Tutto pulito, ottimo.",Housekeeping,positive
f48b90d9-5e01-4bfe-adba-241334bcc39d,Maleducazione del personale,Reception inefficiente e mal organizzata. Ci abbiamo messo ore per entrare in camera.,Reception,negative
b6b77eb2-6d06-4b56-bd18-671c6d20dd95,Scarsa pulizia,"Stanza sporca, polvere ovunque e cattivo odore.",Housekeeping,negative
c2b633d1-9d89-4654-977c-4fab1767af60,Cena deliziosa,Cena ottima e servizio rapido.,F&B,positive
958e07af-d512-4cfd-9b59-f52517886053,Menù vario e gustoso,Menù molto vario e soddisfacente. Che buono.,F&B,positive
8db7aaf2-259f-4204-9e57-4435a1afad5c,Qualità bassa,Poca scelta e qualità bassa.,F&B,negative
7a092eeb-5a21-4451-a661-6167475d752a,Cena deliziosa,Cena ottima e servizio rapido.,F&B,positive
3ca984cb-4f95-43d6-a362-3cd934e97da1,Reception impeccabile,"Servizio rapido e preciso, ottima esperienza! Torneremo volentieri.",Reception,positive
93236659-6dac-4dff-b1ac-95ab67048903,Bagno sporco,Bagno maleodorante e non pulito. Orrendo!,Housekeeping,negative
04eac5f1-5406-4cc9-8355-a94e2f5c18d0,Reception lenta,"Reception lenta e scortese, check-in lungo.",Reception,negative
0bfc3145-6464-4258-a356-406782003917,Esperienza culinaria perfetta,"Ottima esperienza culinaria, tutto delizioso.",F&B,positive
dd67e849-a695-45fb-af67-fab686248f85,Bagno sporco,Bagno maleodorante e non pulito. Orrendo!,Housekeeping,negative
0e2e02c9-8fee-4d99-983c-ecf24c9bc42e,Esperienza culinaria perfetta,"Ottima esperienza culinaria, tutto delizioso.",F&B,positive
27fc8fe5-0148-4b5a-8b4d-21a820287b84,Colazione deludente,Colazione scarsa e poco varia. Pranzo e cena ancora peggio.,F&B,negative
4e55fbf5-5254-4d62-b118-8cc3f10d6e1e,Reception oscena,Tempi di attesa lunghissimi e personale arrogante.,Reception,negative
7bde0f58-76c9-41e7-ab95-f7426feba1de,Esperienza mista,Servizio accogliente ma confusione al momento del pagamento.,Reception,negative
c13a5337-5ccc-48ae-8d01-6d7e72007b5f,Esperienza negativa,Non tornerò per la scarsa pulizia. Mi sono trovato malissimo.,Housekeeping,negative
